"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11378","Change profile name","tests","Mon Apr 21 18:52:35 GMT+04:00 2025","passed","Mon Apr 21 18:52:46 GMT+04:00 2025","TestProfileFeature","feature_profile_test","",""
